_row,anon_polygon_id,date,n16_c60_r125_k2,n16_c60_r125_k3,n16_c80_r125_k2,n16_c80_r125_k3,n12_c60_r125_k2,n8_c80_r125_k3
5456,AOI-0010,2024-04-26,0.62957947,0.62957947,0.62957947,0.62957947,0.62957947,0.62957947
5459,AOI-0010,2024-05-08,0.69956502,0.72889483,0.69956502,0.72889483,0.69956502,0.72889483
5461,AOI-0010,2024-05-21,0.67561616,0.67561616,0.67561616,0.67561616,0.67561616,0.67561616
5469,AOI-0010,2024-06-18,0.32995439,0.31458404,0.32995439,0.31458404,0.32995439,0.31458404
5470,AOI-0010,2024-06-20,0.28094435,0.28662516,0.28094435,0.28662516,0.28094435,0.28662516
5477,AOI-0010,2024-07-08,0.20831728,0.21513836,0.20831728,0.21513836,0.20831728,0.21513836
5481,AOI-0010,2024-07-15,0.19333441,0.18718965,0.19333441,0.18718965,0.19333441,0.18718965
5488,AOI-0010,2024-08-12,0.21877211,0.23162927,0.21877211,0.23162927,0.21877211,0.23162927
5497,AOI-0010,2024-09-06,0.21460362,0.20584544,0.21460362,0.20584544,0.21460362,0.20584544
5505,AOI-0010,2024-09-28,0.19429415,0.19369481,0.19429415,0.19369481,0.19429415,0.19369481
5507,AOI-0010,2024-10-01,0.19477283,0.19046933,0.19477283,0.19046933,0.19477283,0.19046933
5511,AOI-0010,2024-10-15,0.25223170,0.25138887,0.25223170,0.25138887,0.25223170,0.25138887
5512,AOI-0010,2024-10-23,0.21422389,0.22840030,0.21422389,0.22840030,0.21422389,0.22840030
5517,AOI-0010,2025-04-16,0.32693501,0.36081335,0.32693501,0.36081335,0.32693501,0.36081335
5519,AOI-0010,2025-04-18,0.38757533,0.43229513,0.38757533,0.43229513,0.38757533,0.43229513
5528,AOI-0010,2025-05-09,0.61216813,0.61130984,0.61216813,0.61130984,0.61216813,0.61130984
5537,AOI-0010,2025-06-05,0.49290634,0.50041324,0.49290634,0.50041324,0.49290634,0.50041324
5538,AOI-0010,2025-06-07,0.45201474,0.46456319,0.45201474,0.46456319,0.45201474,0.46456319
5543,AOI-0010,2025-06-28,0.15668788,0.18247275,0.15668788,0.18247275,0.15668788,0.18247275
5545,AOI-0010,2025-07-05,0.19133893,0.23121829,0.19133893,0.23121829,0.19133893,0.23121829
5546,AOI-0010,2025-07-06,0.27016907,0.26592228,0.27016907,0.26592228,0.27016907,0.26592228
5547,AOI-0010,2025-07-07,0.18692766,0.19207496,0.18692766,0.19207496,0.18692766,0.19207496
5556,AOI-0010,2025-07-25,0.16414820,0.16806619,0.16414820,0.16806619,0.16414820,0.16806619
5558,AOI-0010,2025-07-30,0.18331979,0.18282039,0.18331979,0.18282039,0.18331979,0.18282039
5566,AOI-0010,2025-08-16,0.17890158,0.18028147,0.17890158,0.18028147,0.17890158,0.18028147
5572,AOI-0010,2025-08-27,0.18203862,0.17635390,0.18203862,0.17635390,0.18203862,0.17635390
5580,AOI-0010,2025-09-16,0.23865139,0.22291931,0.23865139,0.22291931,0.23865139,0.22291931
5586,AOI-0010,2025-09-30,0.31534824,0.29961433,0.31534824,0.29961433,0.31534824,0.29961433
5589,AOI-0010,2025-10-05,0.10496036,0.12900451,0.10496036,0.12900451,0.10496036,0.12900451
5599,AOI-0011,2025-04-07,0.77526528,0.76490773,0.77526528,0.76490773,0.77526528,0.76490773
5609,AOI-0011,2025-04-17,0.76191415,0.76683904,0.76191415,0.76683904,0.76191415,0.76683904
5615,AOI-0011,2025-04-23,0.86533799,0.84651971,0.86533799,0.84651971,0.86533799,0.84651971
5620,AOI-0011,2025-04-28,0.87666840,0.87209807,0.87666840,0.87209807,0.87666840,0.87209807
5646,AOI-0011,2025-05-24,0.83590649,0.83272517,0.83590649,0.83272517,0.83590649,0.83272517
5656,AOI-0011,2025-06-03,0.54938951,0.61137688,0.54938951,0.61137688,0.54938951,0.61137688
5695,AOI-0011,2025-07-12,0.25680077,0.25776955,0.25680077,0.25776955,0.25680077,0.25776955
5720,AOI-0011,2025-08-06,0.20818564,0.20091862,0.20818564,0.20091862,0.20818564,0.20091862
5728,AOI-0011,2025-08-14,0.19076630,0.18994436,0.19076630,0.18994436,0.19076630,0.18994436
5733,AOI-0011,2025-08-19,0.18958590,0.19129598,0.18958590,0.19129598,0.18958590,0.19129598
5741,AOI-0011,2025-08-27,0.20422990,0.20021164,0.20422990,0.20021164,0.20422990,0.20021164
5775,AOI-0011,2025-09-30,0.28501602,0.27852650,0.28501602,0.27852650,0.28501602,0.27852650
5778,AOI-0011,2025-10-03,0.20711675,0.20273217,0.20711675,0.20273217,0.20711675,0.20273217
5780,AOI-0011,2025-10-05,0.09824045,0.09113744,0.09824045,0.09113744,0.09824045,0.09113744
5806,AOI-0012,2025-04-01,0.21469431,0.23554696,0.21469431,0.23554696,0.21469431,0.23554696
5815,AOI-0012,2025-04-28,0.51633805,0.47492917,0.51633805,0.47492917,0.51633805,0.47492917
5822,AOI-0012,2025-05-16,0.65395393,0.64524790,0.65395393,0.64524790,0.65395393,0.64524790
5827,AOI-0012,2025-06-03,0.62391125,0.59955692,0.62391125,0.59955692,0.62391125,0.59955692
5829,AOI-0012,2025-06-05,0.59457594,0.57607675,0.59457594,0.57607675,0.59457594,0.57607675
5833,AOI-0012,2025-06-15,0.29505523,0.31313646,0.29505523,0.31313646,0.29505523,0.31313646
5834,AOI-0012,2025-06-26,0.26158157,0.28134835,0.26158157,0.28134835,0.26158157,0.28134835
5840,AOI-0012,2025-07-10,0.18668963,0.18739373,0.18668963,0.18739373,0.18668963,0.18739373
5845,AOI-0012,2025-07-18,0.15692814,0.16352336,0.15692814,0.16352336,0.15692814,0.16352336
5849,AOI-0012,2025-07-30,0.17736954,0.18226076,0.17736954,0.18226076,0.17736954,0.18226076
5886,AOI-0013,2010-04-16,0.41939052,0.41939052,,,0.41939052,
5895,AOI-0013,2010-06-10,,,,,,
5897,AOI-0013,2010-06-19,0.43489377,0.43489377,,,0.43489377,
5916,AOI-0013,2010-10-24,0.21719004,0.21719004,,,0.21719004,
5920,AOI-0013,2011-04-18,,,,,,
5923,AOI-0013,2011-04-26,,,,,,
5962,AOI-0013,2012-05-08,0.49489344,0.49489344,,,0.50094050,0.55467258
5967,AOI-0013,2012-06-23,0.40507310,0.40507310,,,0.40507310,
5975,AOI-0013,2012-08-12,0.43343456,0.43343456,,,0.45925059,0.45696822
5988,AOI-0013,2013-04-16,0.33288431,0.33288431,,,0.33288431,
5990,AOI-0013,2013-04-24,,,,,,
5992,AOI-0013,2013-05-02,0.37163657,0.37163657,,,0.37163657,
5993,AOI-0013,2013-05-09,,,,,,
5997,AOI-0013,2013-06-11,,,,,,
6002,AOI-0013,2013-07-12,0.42301657,0.42301657,,,0.42301657,
6006,AOI-0013,2013-07-28,,,,,,
6034,AOI-0013,2014-05-29,0.52487890,0.54944227,,,0.52487890,
6037,AOI-0013,2014-06-10,0.45356935,0.47259025,0.45356935,0.45356935,0.45356935,0.44707689
6048,AOI-0013,2014-07-28,0.43480696,0.43838035,0.43480696,0.43480696,0.43480696,0.41983053
6050,AOI-0013,2014-08-01,0.37909457,0.38933344,0.37964244,0.37964244,0.37909457,0.37964244
6051,AOI-0013,2014-08-08,0.37538434,0.38346744,0.37538434,0.37538434,0.37538434,0.37538434
6053,AOI-0013,2014-08-13,0.39359995,0.39950975,0.39359995,0.39950975,0.39359995,0.39950975
6074,AOI-0013,2015-05-09,0.42395882,0.42395882,,,0.42395882,
6076,AOI-0013,2015-05-23,0.41826769,0.41826769,,,0.41826769,
6086,AOI-0013,2015-07-12,0.49635159,0.49635159,,,0.49635159,
6096,AOI-0013,2015-08-20,0.44739033,0.44739033,,,0.44739033,
6108,AOI-0013,2015-10-07,0.39319008,0.39319008,,,0.39319008,
6109,AOI-0013,2015-10-16,0.36697418,0.36697418,,,0.36338960,
6118,AOI-0013,2016-05-09,,,,,,
6119,AOI-0013,2016-05-10,,,,,,
6138,AOI-0013,2016-08-12,,,,,,
6140,AOI-0013,2016-08-21,,,,,,
6147,AOI-0013,2016-09-13,,,,,,
6152,AOI-0013,2016-10-09,,,,,,
6160,AOI-0013,2017-04-11,0.26940467,0.26940467,0.26940467,0.26940467,0.26940467,0.26940467
6165,AOI-0013,2017-04-28,0.36450778,0.36450778,0.34272846,0.34272846,0.36450778,0.34272846
6166,AOI-0013,2017-05-01,0.37759157,0.38391746,0.36143713,0.36143713,0.37759157,0.36143713
6171,AOI-0013,2017-05-21,0.53354887,0.53354887,0.53354887,0.53354887,0.53354887,0.53354887
6173,AOI-0013,2017-05-29,0.50203658,0.50203658,0.50460377,0.50460377,0.50203658,0.50460377
6180,AOI-0013,2017-06-30,0.61760117,0.61760117,0.62760148,0.62760148,0.61760117,0.62760148
6185,AOI-0013,2017-07-27,0.53647279,0.53647279,0.51940906,0.51940906,0.53647279,0.51940906
6191,AOI-0013,2017-08-08,0.45734299,0.45734299,0.42358479,0.42358479,0.45734299,0.42358479
6198,AOI-0013,2017-08-24,0.40326264,0.40326264,0.36813990,0.36813990,0.40326264,0.36813990
6206,AOI-0013,2017-09-13,0.41976625,0.41502110,0.43028166,0.43028166,0.41976625,0.43028166
6209,AOI-0013,2017-09-17,0.44663574,0.44663574,0.45049823,0.45049823,0.44663574,0.45049823
6214,AOI-0013,2017-09-30,0.34991864,0.34991864,0.32143345,0.32143345,0.34991864,0.32143345
6235,AOI-0013,2018-05-25,,,,,,
6239,AOI-0013,2018-06-08,,,,,,
6242,AOI-0013,2018-06-15,,,,,,
6249,AOI-0013,2018-07-12,,,,,,
6255,AOI-0013,2018-08-13,,,,,,
6258,AOI-0013,2018-08-27,,,,,,
6268,AOI-0013,2018-09-28,,,,,,
6271,AOI-0013,2018-10-06,,,,,,
6277,AOI-0013,2019-04-01,0.32842526,0.32842526,,,0.32842526,
6286,AOI-0013,2019-05-06,0.43444944,0.43444944,,,0.43444944,
6298,AOI-0013,2019-06-02,0.49757943,0.49757943,,,0.49757943,
6300,AOI-0013,2019-06-05,0.51377245,0.51377245,,,0.51377245,
6304,AOI-0013,2019-06-12,,,,,,
6309,AOI-0013,2019-06-25,0.50485434,0.50485434,,,0.50485434,
6320,AOI-0013,2019-07-17,,,,,,
6323,AOI-0013,2019-07-28,0.39329694,0.39329694,,,0.39329694,
6337,AOI-0013,2019-08-24,,,,,,
6341,AOI-0013,2019-08-31,,,,,,
6343,AOI-0013,2019-09-08,0.43695037,0.43695037,,,0.43695037,
6345,AOI-0013,2019-09-13,,,,,,
6352,AOI-0013,2019-10-02,0.50917292,0.50917292,,,0.50917292,
6354,AOI-0013,2019-10-10,0.54329746,0.54329746,,,0.54329746,
6357,AOI-0013,2019-10-17,0.48453925,0.48453925,,,0.48453925,
6370,AOI-0013,2020-04-22,0.37997052,0.37997052,,,0.37997052,
6377,AOI-0013,2020-05-12,0.34208213,0.34208213,,,0.34208213,
6389,AOI-0013,2020-06-24,0.46885315,0.46885315,,,0.46885315,
6391,AOI-0013,2020-06-26,0.56875652,0.56875652,,,0.56875652,
6412,AOI-0013,2020-08-12,0.43596960,0.43596960,,,0.43596960,
6414,AOI-0013,2020-08-15,0.45886527,0.45886527,,,0.45886527,
6415,AOI-0013,2020-08-16,0.43462267,0.43462267,,,0.43462267,
6417,AOI-0013,2020-08-20,0.43440131,0.43440131,,,0.43440131,
6448,AOI-0013,2020-10-27,0.29025398,0.29025398,,,0.29025398,
6454,AOI-0013,2021-04-23,0.45391176,0.45391176,,,0.45391176,
6470,AOI-0013,2021-06-10,0.60700775,0.60700775,,,0.60700775,
6471,AOI-0013,2021-06-11,,,,,,
6475,AOI-0013,2021-06-21,0.54924011,0.54924011,,,0.54924011,
6482,AOI-0013,2021-07-12,0.53233347,0.53233347,,,0.53233347,
6483,AOI-0013,2021-07-14,,,,,,
6500,AOI-0013,2021-08-20,0.48009592,0.48009592,,,0.48009592,
6520,AOI-0013,2021-10-14,0.53041109,0.53041109,,,0.53041109,
6521,AOI-0013,2021-10-16,0.36210299,0.36210299,,,0.36210299,
6525,AOI-0013,2022-04-02,,,,,,
6528,AOI-0013,2022-04-17,,,,,,
6530,AOI-0013,2022-04-24,,,,,,
6531,AOI-0013,2022-04-25,,,,,,
6545,AOI-0013,2022-06-10,,,,,,
6548,AOI-0013,2022-06-16,,,,,,
6552,AOI-0013,2022-06-26,,,,,,
6557,AOI-0013,2022-07-05,,,,,,
6562,AOI-0013,2022-07-17,,,,,,
6564,AOI-0013,2022-07-22,,,,,,
6575,AOI-0013,2022-08-14,,,,,,
6589,AOI-0013,2022-09-14,,,,,,
6596,AOI-0013,2022-10-07,,,,,,
6598,AOI-0013,2022-10-14,,,,,,
6606,AOI-0013,2023-04-10,,,,,,
6624,AOI-0013,2023-06-21,0.51880838,0.54532463,,,0.51880838,
6629,AOI-0013,2023-06-29,0.55943990,0.55943990,,,0.55943990,
6632,AOI-0013,2023-07-06,0.52787279,0.54956694,,,0.52787279,
6634,AOI-0013,2023-07-12,0.55321563,0.53710482,,,0.55321563,
6638,AOI-0013,2023-07-24,,,,,,
6645,AOI-0013,2023-08-05,0.51247023,0.50063757,,,0.51247023,
6653,AOI-0013,2023-08-20,0.48142681,0.48014090,,,0.48142681,
6654,AOI-0013,2023-08-23,0.49412225,0.49412225,,,0.49412225,
6656,AOI-0013,2023-08-26,0.49239266,0.49239266,,,0.49239266,
6663,AOI-0013,2023-09-11,0.47494447,0.47494447,,,0.47494447,
6665,AOI-0013,2023-09-14,0.44296091,0.45301022,,,0.44296091,
6670,AOI-0013,2023-09-24,0.46478453,0.46478453,,,0.46478453,
6677,AOI-0013,2023-10-05,0.40879746,0.40879746,,,0.40879746,
6681,AOI-0013,2023-10-14,0.41531019,0.42623852,,,0.41531019,
6683,AOI-0013,2023-10-17,,,,,,
6684,AOI-0013,2023-10-19,0.41475934,0.41475934,,,0.41475934,
6697,AOI-0013,2024-04-26,,,,,,
6698,AOI-0013,2024-05-04,,,,,,
6704,AOI-0013,2024-05-23,,,,,,
6705,AOI-0013,2024-05-24,,,,,,
6719,AOI-0013,2024-06-30,,,,,,
6720,AOI-0013,2024-07-02,,,,,,
6725,AOI-0013,2024-07-11,,,,,,
6731,AOI-0013,2024-07-26,,,,,,
6732,AOI-0013,2024-07-27,,,,,,
6736,AOI-0013,2024-08-09,,,,,,
6737,AOI-0013,2024-08-11,,,,,,
6749,AOI-0013,2024-09-03,,,,,,
6750,AOI-0013,2024-09-06,,,,,,
6760,AOI-0013,2024-09-26,,,,,,
6767,AOI-0013,2024-10-08,,,,,,
6773,AOI-0013,2025-04-01,,,,,,
6781,AOI-0013,2025-04-28,,,,,,
6786,AOI-0013,2025-05-16,,,,,,
6787,AOI-0013,2025-05-19,,,,,,
6788,AOI-0013,2025-05-24,,,,,,
6805,AOI-0013,2025-07-07,,,,,,
6806,AOI-0013,2025-07-08,,,,,,
6810,AOI-0013,2025-07-14,,,,,,
6814,AOI-0013,2025-07-21,,,,,,
6817,AOI-0013,2025-07-27,,,,,,
6828,AOI-0013,2025-08-15,,,,,,
6839,AOI-0013,2025-09-03,,,,,,
6841,AOI-0013,2025-09-07,,,,,,
6865,AOI-0014,2010-04-07,0.59777825,0.54688828,0.59777825,0.54688828,0.59777825,0.54688828
6882,AOI-0014,2010-04-24,0.81351003,0.81351003,0.81351003,0.81351003,0.81351003,0.81351003
6929,AOI-0014,2010-06-10,0.62572413,0.65439579,0.62572413,0.65439579,0.61333022,0.63038433
7034,AOI-0014,2010-09-23,0.22351173,0.22351173,0.22351173,0.22351173,0.22351173,0.22351173
7090,AOI-0014,2011-04-19,0.15803660,0.15803660,0.15803660,0.15803660,0.15803660,0.15803660
7097,AOI-0014,2011-04-26,0.16794635,0.16878676,0.16794635,0.16878676,0.16794635,0.16878676
7110,AOI-0014,2011-05-09,0.40070350,0.41944377,0.40070350,0.41944377,0.40070350,0.41944377
7129,AOI-0014,2011-05-28,0.33030713,0.33040166,0.33030713,0.33040166,0.33030713,0.33040166
7146,AOI-0014,2011-06-14,0.58491806,0.58491806,0.58491806,0.58491806,0.58491806,0.58491806
7194,AOI-0014,2011-08-01,,,,,,
7238,AOI-0014,2011-09-14,0.33800103,0.35894156,0.33800103,0.35894156,0.33800103,0.35894156
7241,AOI-0014,2011-09-17,0.30316162,0.30316162,0.30316162,0.30316162,0.30316162,0.30316162
7281,AOI-0014,2011-10-27,0.40264772,0.37769768,0.40264772,0.37769768,0.40264772,0.37769768
7320,AOI-0014,2012-05-06,0.71502641,0.71502641,0.71502641,0.71502641,0.72535011,0.55845094
7370,AOI-0014,2012-06-25,0.36269405,0.36269405,0.36269405,0.36269405,0.40776841,0.42363761
7434,AOI-0014,2012-08-28,0.28150503,0.28150503,0.28150503,0.28150503,0.29958603,0.35464701
7441,AOI-0014,2012-09-04,,,,,,0.29663715
7448,AOI-0014,2012-09-11,,,,,0.25455865,0.25455865
7464,AOI-0014,2012-09-27,,,,,0.18984091,0.18984091
7536,AOI-0014,2013-05-09,0.42019982,0.42019982,0.42019982,0.42019982,0.42019982,0.42019982
7569,AOI-0014,2013-06-11,0.48697566,0.48697566,0.48697566,0.48697566,0.48697566,0.48697566
7577,AOI-0014,2013-06-19,,,,,,
7616,AOI-0014,2013-07-28,,,,,,
7664,AOI-0014,2013-09-14,,,,,,
7673,AOI-0014,2013-09-23,0.15103879,0.15103879,0.15103879,0.15103879,0.15103879,0.15103879
7797,AOI-0014,2014-06-26,0.45952205,0.42728889,0.45952205,0.42728889,0.45952205,0.42728889
7800,AOI-0014,2014-06-29,,,,,,
7849,AOI-0014,2014-08-17,0.25384540,0.26091519,0.25384540,0.26091519,0.25384540,0.26091519
7893,AOI-0014,2014-09-30,0.29594603,0.30984739,0.29594603,0.30984739,0.29594603,0.30545803
7920,AOI-0014,2014-10-27,,,,,,
7937,AOI-0014,2015-04-14,0.49860182,0.49860182,0.49860182,0.49860182,0.49860182,0.49860182
8000,AOI-0014,2015-06-16,,,,,,
8010,AOI-0014,2015-06-26,0.51219953,0.51219953,0.51219953,0.51219953,0.51219953,0.54623782
8026,AOI-0014,2015-07-12,0.36174465,0.37358285,0.36174465,0.37358285,0.36174465,0.36592040
8041,AOI-0014,2015-07-27,0.24118584,0.24118584,0.24118584,0.24118584,0.24118584,0.24118584
8073,AOI-0014,2015-08-28,0.20610613,0.20610613,0.20610613,0.20610613,0.20610613,0.20610613
8158,AOI-0014,2016-04-22,,,,,,
8175,AOI-0014,2016-05-09,,,,,,
8200,AOI-0014,2016-06-03,,,,,,
8216,AOI-0014,2016-06-19,,,,,,
8271,AOI-0014,2016-08-13,,,,,,
8288,AOI-0014,2016-08-30,,,,,,
8375,AOI-0014,2017-04-26,0.78415929,0.79037680,0.78415929,0.79037680,0.78415929,0.79037680
8377,AOI-0014,2017-04-28,0.70509411,0.70509411,0.70509411,0.70509411,0.70509411,0.70509411
8400,AOI-0014,2017-05-21,0.93572021,0.93572021,0.93572021,0.93572021,0.93572021,0.93572021
8408,AOI-0014,2017-05-29,0.85526729,0.86132212,0.85526729,0.86132212,0.85526729,0.86132212
8463,AOI-0014,2017-07-23,0.24633537,0.24633537,0.24633537,0.24633537,0.24633537,0.24633537
8471,AOI-0014,2017-07-31,0.29271174,0.29271174,0.29271174,0.29271174,0.29271174,0.29271174
8477,AOI-0014,2017-08-06,0.13701491,0.13701491,0.13701491,0.13701491,0.13701491,0.13701491
8492,AOI-0014,2017-08-21,0.16128355,0.16128355,0.16128355,0.16128355,0.16128355,0.16128355
8512,AOI-0014,2017-09-10,0.19747771,0.19747771,0.19747771,0.19747771,0.19747771,0.19747771
8532,AOI-0014,2017-09-30,0.26937710,0.26923894,0.26937710,0.26923894,0.26937710,0.26923894
8540,AOI-0014,2017-10-08,0.14760595,0.13844667,0.14760595,0.13844667,0.14760595,0.13844667
8569,AOI-0014,2018-04-07,0.59500741,0.53973604,0.59500741,0.53973604,0.59500741,0.53973604
8595,AOI-0014,2018-05-03,0.77911124,0.76318417,0.77911124,0.76318417,0.77911124,0.76318417
8647,AOI-0014,2018-06-24,0.23096725,0.23096725,0.23096725,0.23096725,0.23096725,0.23096725
8671,AOI-0014,2018-07-18,0.16521025,0.16521025,0.16521025,0.16521025,0.16521025,0.16521025
8711,AOI-0014,2018-08-27,0.18159142,0.17992998,0.18159142,0.17992998,0.18159142,0.17992998
8751,AOI-0014,2018-10-06,0.22979655,0.22823426,0.22979655,0.22823426,0.22979655,0.22823426
8776,AOI-0014,2019-04-01,,,,,,
8796,AOI-0014,2019-04-21,,,,,,
8806,AOI-0014,2019-05-01,,,,,,
8814,AOI-0014,2019-05-09,,,,,,
8832,AOI-0014,2019-05-27,,,,,,
8833,AOI-0014,2019-05-28,,,,,,
8840,AOI-0014,2019-06-04,,,,,,
8847,AOI-0014,2019-06-11,,,,,,
8851,AOI-0014,2019-06-15,,,,,,
8858,AOI-0014,2019-06-22,,,,,,
8872,AOI-0014,2019-07-06,,,,,,
8911,AOI-0014,2019-08-14,,,,,,
8923,AOI-0014,2019-08-26,,,,,,
8994,AOI-0014,2020-04-06,0.67020045,0.69608607,0.67020045,0.69608607,0.67020045,0.69608607
8995,AOI-0014,2020-04-07,0.71715225,0.71148320,0.71715225,0.71148320,0.71715225,0.71148320
9005,AOI-0014,2020-04-17,0.65913963,0.65305896,0.65913963,0.65305896,0.65913963,0.65305896
9010,AOI-0014,2020-04-22,0.64155677,0.67589590,0.64155677,0.67589590,0.64155677,0.67589590
9013,AOI-0014,2020-04-25,0.72900874,0.69226838,0.72900874,0.69226838,0.72900874,0.69226838
9033,AOI-0014,2020-05-15,0.67281579,0.62185222,0.67281579,0.62185222,0.67281579,0.62185222
9035,AOI-0014,2020-05-17,0.69937543,0.67921782,0.69937543,0.67921782,0.69937543,0.67921782
9053,AOI-0014,2020-06-04,0.47817066,0.47817066,0.47817066,0.47817066,0.47817066,0.47817066
9074,AOI-0014,2020-06-25,0.32452877,0.31163168,0.32452877,0.31163168,0.32452877,0.31163168
9090,AOI-0014,2020-07-11,0.15058814,0.14774023,0.15058814,0.14774023,0.15058814,0.14774023
9106,AOI-0014,2020-07-27,0.23854319,0.24896022,0.23854319,0.24896022,0.23854319,0.24896022
9126,AOI-0014,2020-08-16,0.17007608,0.17007608,0.17007608,0.17007608,0.17007608,0.17007608
9150,AOI-0014,2020-09-09,0.17424301,0.18933293,0.17424301,0.18933293,0.17424301,0.18933293
9165,AOI-0014,2020-09-24,0.14556714,0.13919687,0.14556714,0.13919687,0.14556714,0.13919687
9208,AOI-0014,2021-04-07,0.26446270,0.26446270,0.26446270,0.26446270,0.26446270,0.26446270
9230,AOI-0014,2021-04-29,0.75683471,0.75683471,0.75683471,0.75683471,0.75683471,0.75683471
9256,AOI-0014,2021-05-25,0.50256966,0.50256966,0.50256966,0.50256966,0.50256966,0.50256966
9336,AOI-0014,2021-08-13,0.36119829,0.36119829,0.36119829,0.36119829,0.36119829,0.36119829
9341,AOI-0014,2021-08-18,0.29444399,0.29444399,0.29444399,0.29444399,0.29444399,0.29444399
9368,AOI-0014,2021-09-14,0.29770834,0.29770834,0.29770834,0.29770834,0.29770834,0.29770834
9396,AOI-0014,2021-10-12,0.14682860,0.14682860,0.14682860,0.14682860,0.14682860,0.14682860
9398,AOI-0014,2021-10-14,0.16866098,0.16866098,0.16866098,0.16866098,0.16866098,0.16866098
9459,AOI-0014,2022-05-15,0.20565803,0.20565803,0.20565803,0.20565803,0.20565803,0.20565803
9470,AOI-0014,2022-05-26,,,,,,
9471,AOI-0014,2022-05-27,,,,,,
9499,AOI-0014,2022-06-24,,,,,,
9519,AOI-0014,2022-07-14,0.70376771,0.70376771,0.70376771,0.70376771,0.70376771,0.70376771
9529,AOI-0014,2022-07-24,0.65995743,0.65995743,0.65995743,0.65995743,0.65995743,0.65995743
9558,AOI-0014,2022-08-22,,,,,,
9565,AOI-0014,2022-08-29,0.32434164,0.32434164,0.32434164,0.32434164,0.32434164,0.32434164
9569,AOI-0014,2022-09-02,0.26376966,0.26376966,0.26376966,0.26376966,0.26376966,0.26376966
9575,AOI-0014,2022-09-08,0.27635047,0.27635047,0.27635047,0.27635047,0.27635047,0.27635047
9581,AOI-0014,2022-09-14,0.15631337,0.15631337,0.15631337,0.15631337,0.15631337,0.15631337
9695,AOI-0014,2023-06-07,0.85535456,0.85535456,0.85535456,0.85535456,0.85535456,0.85535456
9759,AOI-0014,2023-08-10,0.29036743,0.29036743,0.29036743,0.29036743,0.29036743,0.29036743
9844,AOI-0014,2024-04-04,0.76607757,0.77026967,0.76607757,0.77026967,0.76607757,0.77026967
9878,AOI-0014,2024-05-08,0.83602262,0.84338322,0.83602262,0.84338322,0.83602262,0.84338322
9879,AOI-0014,2024-05-09,0.84880808,0.85467543,0.84880808,0.85467543,0.84880808,0.85467543
9891,AOI-0014,2024-05-21,0.81122640,0.81122640,0.81122640,0.81122640,0.81122640,0.81122640
9893,AOI-0014,2024-05-23,0.77223479,0.77223479,0.77223479,0.77223479,0.77223479,0.77223479
9909,AOI-0014,2024-06-08,0.51362258,0.46015048,0.51362258,0.46015048,0.51362258,0.46015048
9956,AOI-0014,2024-07-25,0.14355488,0.14093773,0.14355488,0.14093773,0.14355488,0.14093773
9973,AOI-0014,2024-08-11,0.20812863,0.21017046,0.20812863,0.21017046,0.20812863,0.21017046
9994,AOI-0014,2024-09-01,0.11886248,0.11941435,0.11886248,0.11941435,0.11886248,0.11941435
10001,AOI-0014,2024-09-08,0.16985857,0.16716144,0.16985857,0.16716144,0.16985857,0.16716144
10004,AOI-0014,2024-09-11,0.14125719,0.13150342,0.14125719,0.13150342,0.14125719,0.13150342
10011,AOI-0014,2024-09-18,0.16234746,0.16592938,0.16234746,0.16592938,0.16234746,0.16592938
10022,AOI-0014,2024-09-29,0.18692771,0.19434170,0.18692771,0.19434170,0.18692771,0.19434170
10030,AOI-0014,2024-10-07,0.20191626,0.20555362,0.20191626,0.20555362,0.20191626,0.20555362
10053,AOI-0014,2024-10-30,0.19237561,0.19237561,0.19237561,0.19237561,0.19237561,0.19237561
10076,AOI-0014,2025-04-23,0.40425711,0.39073968,,,0.40425711,
10084,AOI-0014,2025-05-01,0.31735497,0.29649762,,,0.31735497,
10110,AOI-0014,2025-05-27,0.46553895,0.42315452,,,0.46553895,
10127,AOI-0014,2025-06-13,0.49988641,0.50740219,,,0.49988641,
10187,AOI-0014,2025-08-12,0.28756147,0.27971961,,,0.28756147,
10190,AOI-0014,2025-08-15,0.28552277,0.28000365,,,0.28552277,
10199,AOI-0014,2025-08-24,0.19026448,0.20394084,,,0.19026448,
